timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1693993172234,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,2391,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993172293,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1986,0,5,5,null,0,0,0
1693993172293,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2187,0,5,5,null,0,0,0
1693993172293,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1249,0,5,5,null,0,0,0
1693993172248,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,4538,603,5,5,null,0,0,0
1693993172248,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,2379,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993172307,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1974,0,5,5,null,0,0,0
1693993172307,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2159,0,5,5,null,0,0,0
1693993172307,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1235,0,5,5,null,0,0,0
1693993172265,60,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2520,560,5,5,null,0,0,0
1693993172265,60,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,2520,560,5,5,https://testslotegrator.com/api/automationTask/getAll,60,0,0
1693993172325,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-5,,true,,1129,0,0,0,null,0,0,0
1693993172280,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,4579,603,5,5,null,0,0,0
1693993172280,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,2392,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993172339,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1987,0,5,5,null,0,0,0
1693993172339,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2187,0,5,5,null,0,0,0
1693993172339,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1249,0,5,5,null,0,0,0
1693993172293,266,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1098,312,5,5,null,0,1,206
1693993172294,266,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,266,0,206
1693993172265,311,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1098,312,5,5,null,0,1,252
1693993172266,311,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,311,0,252
1693993172326,270,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1098,312,5,5,null,0,0,207
1693993172326,270,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,270,0,207
1693993172561,60,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2520,560,5,5,null,0,0,0
1693993172561,60,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2520,560,5,5,https://testslotegrator.com/api/automationTask/getAll,59,0,0
1693993172621,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-1,,true,,1129,0,0,0,null,0,0,0
1693993172307,316,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1098,312,5,5,null,0,0,256
1693993172307,316,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,316,0,256
1693993172577,61,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,4580,603,5,5,null,0,0,0
1693993172577,60,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,2393,603,5,5,https://testslotegrator.com/api/automationTask/getOne,60,0,0
1693993172637,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1988,0,5,5,null,0,0,0
1693993172637,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2187,0,5,5,null,0,0,0
1693993172638,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1249,0,5,5,null,0,0,0
1693993172339,311,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1098,312,5,5,null,0,1,253
1693993172340,311,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,311,0,253
1693993172596,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,4541,603,5,5,null,0,0,0
1693993172596,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,2380,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993172655,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1975,0,5,5,null,0,0,0
1693993172655,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,2161,0,5,5,null,0,0,0
1693993172655,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1236,0,5,5,null,0,0,0
1693993172623,61,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,4538,603,5,5,null,0,0,0
1693993172623,61,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,2379,603,5,5,https://testslotegrator.com/api/automationTask/getOne,61,0,0
1693993172684,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1974,0,5,5,null,0,0,0
1693993172684,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2159,0,5,5,null,0,0,0
1693993172684,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1235,0,5,5,null,0,0,0
1693993172621,314,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1098,312,5,5,null,0,0,254
1693993172621,314,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,314,0,254
1693993172638,311,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1098,312,5,5,null,0,1,252
1693993172638,311,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,311,0,252
1693993172652,314,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1098,312,5,5,null,0,1,254
1693993172652,314,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,314,0,254
1693993172655,329,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1098,312,5,5,null,0,1,270
1693993172656,329,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,329,0,270
1693993172684,315,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1098,312,5,5,null,0,0,255
1693993172684,315,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,315,0,255
1693993172939,66,2. Регистрация игрока,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,462,776,5,5,null,0,0,0
1693993172939,66,/api/automationTask/create,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,462,776,5,5,https://testslotegrator.com/api/automationTask/create,66,0,0
1693993172950,58,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,4580,603,5,5,null,0,1,0
1693993172950,58,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,2393,603,5,5,https://testslotegrator.com/api/automationTask/getOne,58,0,0
1693993173008,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1988,0,5,5,null,0,0,0
1693993173009,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2187,0,5,5,null,0,0,0
1693993173009,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1249,0,5,5,null,0,0,0
1693993172967,60,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,4579,603,5,5,null,0,0,0
1693993172967,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,2392,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993173026,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1987,0,5,5,null,0,0,0
1693993173026,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2187,0,5,5,null,0,0,0
1693993173027,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1249,0,5,5,null,0,0,0
1693993172985,62,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,2802,560,5,5,null,0,0,0
1693993172985,62,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,2802,560,5,5,https://testslotegrator.com/api/automationTask/getAll,61,0,0
1693993173047,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-5,,true,,1270,0,0,0,null,0,0,0
1693993172999,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,4538,603,5,5,null,0,1,0
1693993173000,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,2379,603,5,5,https://testslotegrator.com/api/automationTask/getOne,58,0,0
1693993173058,1,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1974,0,5,5,null,0,0,0
1693993173059,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2159,0,5,5,null,0,0,0
1693993173059,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1235,0,5,5,null,0,0,0
1693993173005,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,4578,603,5,5,null,0,0,0
1693993173005,58,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,2391,603,5,5,https://testslotegrator.com/api/automationTask/getOne,58,0,0
1693993173063,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1986,0,5,5,null,0,0,0
1693993173063,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2187,0,5,5,null,0,0,0
1693993173064,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,1249,0,5,5,null,0,0,0
1693993173064,61,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,2802,560,5,5,null,0,0,0
1693993173064,61,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-1,text,true,,2802,560,5,5,https://testslotegrator.com/api/automationTask/getAll,61,0,0
1693993173125,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-1,,true,,1270,0,0,0,null,0,0,0
1693993173009,315,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1098,312,5,5,null,0,1,256
1693993173009,315,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,315,0,256
1693993173027,311,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1098,312,5,5,null,0,0,252
1693993173027,311,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,311,0,252
1693993173059,315,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1098,312,5,5,null,0,1,252
1693993173059,315,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,315,0,252
1693993173047,331,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1098,312,5,5,null,0,0,264
1693993173047,331,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,331,0,264
1693993173325,58,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,4580,603,5,5,null,0,1,0
1693993173325,58,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,2393,603,5,5,https://testslotegrator.com/api/automationTask/getOne,58,0,0
1693993173383,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1988,0,5,5,null,0,0,0
1693993173384,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2187,0,5,5,null,0,0,0
1693993173384,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1249,0,5,5,null,0,0,0
1693993173338,60,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,2802,560,5,5,null,0,0,0
1693993173338,60,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,2802,560,5,5,https://testslotegrator.com/api/automationTask/getAll,59,0,0
1693993173398,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-4,,true,,1270,0,0,0,null,0,0,0
1693993173375,59,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,4538,603,5,5,null,0,0,0
1693993173375,59,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,2379,603,5,5,https://testslotegrator.com/api/automationTask/getOne,59,0,0
1693993173434,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1974,0,5,5,null,0,0,0
1693993173434,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,2159,0,5,5,null,0,0,0
1693993173434,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-2,text,true,,1235,0,5,5,null,0,0,0
1693993173378,65,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,4541,603,5,5,null,0,1,0
1693993173378,65,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,2380,603,5,5,https://testslotegrator.com/api/automationTask/getOne,65,0,0
1693993173443,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1975,0,5,5,null,0,0,0
1693993173443,0,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,2161,0,5,5,null,0,0,0
1693993173443,0,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,1236,0,5,5,null,0,0,0
1693993173125,335,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1098,312,5,5,null,0,1,265
1693993173126,335,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,335,0,265
1693993173384,278,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,1098,312,5,5,null,0,0,219
1693993173384,278,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,278,0,219
1693993173444,268,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,1098,312,5,5,null,0,0,209
1693993173444,268,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-5,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,268,0,209
1693993173663,62,2. Регистрация игрока,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,462,776,5,5,null,0,1,0
1693993173663,62,/api/automationTask/create,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,462,776,5,5,https://testslotegrator.com/api/automationTask/create,62,0,0
1693993173398,330,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,1098,312,5,5,null,0,0,271
1693993173398,330,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,330,0,271
1693993173443,315,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-2,,true,,1098,312,5,5,null,0,0,256
1693993173443,315,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-2,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,315,0,256
1693993173462,310,1. Получить токен пользователя ,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-1,,true,,1098,312,5,5,null,0,0,251
1693993173462,310,/api/tester/login,201,Created,jp@gc - Ultimate Thread Group 1-1,text,true,,1098,312,5,5,https://testslotegrator.com/api/tester/login,310,0,251
1693993173712,61,4. Запросить данные всех пользователей и отсортировать их по имени,200,"Number of samples in transaction : 1, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-5,,true,,3084,560,5,5,null,0,0,0
1693993173712,61,/api/automationTask/getAll,200,OK,jp@gc - Ultimate Thread Group 1-5,text,true,,3084,560,5,5,https://testslotegrator.com/api/automationTask/getAll,60,0,0
1693993173773,0,/api/automationTask/getAll-0,,,jp@gc - Ultimate Thread Group 1-5,,true,,1411,0,0,0,null,0,0,0
1693993173726,61,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-3,,true,,4580,603,5,5,null,0,0,0
1693993173726,60,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-3,text,true,,2393,603,5,5,https://testslotegrator.com/api/automationTask/getOne,60,0,0
1693993173786,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1988,0,5,5,null,0,0,0
1693993173786,1,Debug Sampler,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,2187,0,5,5,null,0,0,0
1693993173786,1,Debug Sampler-0,200,OK,jp@gc - Ultimate Thread Group 1-3,text,true,,1249,0,5,5,null,0,0,0
1693993173729,61,3. Запросить данные профиля игрока,200,"Number of samples in transaction : 2, number of failing samples : 0",jp@gc - Ultimate Thread Group 1-4,,true,,4579,603,5,5,null,0,0,0
1693993173729,60,/api/automationTask/getOne,201,Created,jp@gc - Ultimate Thread Group 1-4,text,true,,2392,603,5,5,https://testslotegrator.com/api/automationTask/getOne,60,0,0
1693993173789,0,/api/automationTask/getOne-0,200,OK,jp@gc - Ultimate Thread Group 1-4,text,true,,1987,0,5,5,null,0,0,0
